index,case_id,case_execution_time,case_execution_time_seconds,num_of_events
5900,192070,4 days 23:41:43.113000000,430903.113,11
5901,192073,19 days 16:37:43.112000000,1701463.112,39
5902,192076,0 days 00:00:39.519000000,39.519,3
5903,192079,8 days 17:54:56.592000000,755696.592,14
5904,192082,0 days 00:00:36.239000000,36.239,3
5905,192085,0 days 00:00:38.139000000,38.139,3
5906,192088,28 days 22:57:45.622000000,2501865.622,23
5907,192091,0 days 00:00:36.849000000,36.849,3
5908,192094,0 days 00:00:36.659000000,36.659,3
5909,192097,19 days 19:15:18.478000000,1710918.478,21
5910,192100,0 days 10:53:00.431000000,39180.431,4
5911,192103,0 days 19:25:57.962000000,69957.962,8
5912,192106,0 days 10:40:48.018000000,38448.018,4
5913,192109,0 days 00:00:43.151000000,43.151,3
5914,192112,13 days 09:47:01.369000000,1158421.369,22
5915,192115,13 days 09:21:14.302000000,1156874.302,58
5916,192118,13 days 15:43:25.718000000,1179805.718,29
5917,192121,0 days 10:02:31.850000000,36151.85,4
5918,192124,0 days 08:35:19.977000000,30919.977,4
5919,192139,0 days 02:19:40.869000000,8380.869,4
5920,192142,0 days 01:07:24.134000000,4044.134,5
5921,192145,0 days 00:00:41.408000000,41.408,3
5922,192148,0 days 05:37:20.276000000,20240.276,6
5923,192151,13 days 06:21:57.350000000,1146117.35,31
5924,192154,0 days 00:00:37.143000000,37.143,3
5925,192157,0 days 01:10:06.834000000,4206.834,5
5926,192160,30 days 22:24:29.181000000,2672669.181,23
5927,192163,0 days 00:24:55.847000000,1495.847,4
5928,192166,0 days 00:00:38.250000000,38.25,3
5929,192169,0 days 00:00:29.393000000,29.393,3
5930,192172,10 days 23:21:47.232000000,948107.232,18
5931,192175,0 days 00:00:03.113000000,3.113,3
5932,192178,0 days 22:28:47.798000000,80927.798,7
5933,192181,13 days 03:05:03.782000000,1134303.782,40
5934,192184,0 days 00:00:35.228000000,35.228,3
5935,192187,60 days 01:43:48.778000000,5190228.778,40
5936,192190,0 days 00:00:35.363000000,35.363,3
5937,192193,46 days 20:52:39.174000000,4049559.174,39
5938,192196,0 days 00:00:33.131000000,33.131,3
5939,192199,0 days 00:14:36.406000000,876.406,4
5940,192202,0 days 00:00:31.269000000,31.269,3
5941,192205,0 days 00:00:30.296000000,30.296,3
5942,192208,0 days 00:00:39.242000000,39.242,3
5943,192211,30 days 20:14:16.980000000,2664856.98,18
5944,192214,15 days 05:15:56.160000000,1314956.16,32
5945,192217,0 days 00:00:35.546000000,35.546,3
5946,192220,0 days 04:37:24.392000000,16644.392,6
5947,192223,39 days 19:19:07.068000000,3439147.068,33
5948,192226,0 days 00:05:02.117000000,302.117,5
5949,192229,30 days 19:31:38.593000000,2662298.593,9
5950,192232,10 days 20:43:09.574000000,938589.574,19
5951,192235,0 days 00:00:31.258000000,31.258,3
5952,192238,0 days 00:00:43.857000000,43.857,3
5953,192241,0 days 00:00:40.361000000,40.361,3
5954,192244,29 days 05:35:13.061000000,2525713.061,15
5955,192247,30 days 19:03:48.032000000,2660628.032,17
5956,192250,20 days 19:48:07.898000000,1799287.898,27
5957,192253,30 days 18:45:57.052000000,2659557.052,16
5958,192256,0 days 00:34:09.725000000,2049.725,17
5959,192259,0 days 00:53:50.400000000,3230.4,6
5960,192262,0 days 01:04:49.748000000,3889.748,5
5961,192265,0 days 00:09:48.893000000,588.893,5
5962,192268,59 days 17:50:58.425000000,5161858.425,38
5963,192271,6 days 17:14:14.303000000,580454.303,17
5964,192274,11 days 19:42:55.603000000,1021375.603,19
5965,192277,0 days 23:33:27.919000000,84807.919,5
5966,192280,0 days 16:44:57.050000000,60297.05,7
5967,192283,0 days 00:00:51.357000000,51.357,3
5968,192286,13 days 18:58:30.711000000,1191510.711,19
5969,192289,0 days 02:20:18.639000000,8418.639,7
5970,192292,30 days 15:11:29.611000000,2646689.611,21
5971,192295,0 days 00:41:15.969000000,2475.969,4
5972,192298,0 days 00:00:30.864000000,30.864,3
5973,192301,0 days 00:29:29.621000000,1769.621,4
5974,192304,0 days 00:00:36.191000000,36.191,3
5975,192307,14 days 19:15:54.221000000,1278954.221,22
5976,192310,30 days 14:28:42.848000000,2644122.848,11
5977,192313,0 days 01:00:38.113000000,3638.113,5
5978,192316,0 days 00:00:37.959000000,37.959,3
5979,192319,11 days 14:55:13.061000000,1004113.061,17
5980,192322,12 days 14:30:51.509000000,1089051.509,24
5981,192325,6 days 18:00:29.945000000,583229.945,12
5982,192328,0 days 00:00:34.751000000,34.751,3
5983,192331,0 days 00:00:42.136000000,42.136,3
5984,192334,31 days 12:03:01.970000000,2721781.97,25
5985,192337,30 days 12:02:33.648000000,2635353.648,16
5986,192340,31 days 11:30:30.235000000,2719830.235,18
5987,192343,5 days 15:54:06.536000000,489246.536,13
5988,192346,0 days 09:30:27.671000000,34227.671,4
5989,192349,0 days 09:02:49.297000000,32569.297,4
5990,192359,12 days 08:23:05.964000000,1066985.964,29
5991,192362,0 days 02:03:17.528000000,7397.528,7
5992,192365,30 days 23:50:27.510000000,2677827.51,21
5993,192368,18 days 02:46:11.238000000,1565171.238,27
5994,192371,10 days 07:11:14.527000000,889874.527,17
5995,192374,0 days 01:26:34.984000000,5194.984,4
5996,192377,24 days 04:04:49.672000000,2088289.672,25
5997,192380,0 days 00:52:42.601000000,3162.601,4
5998,192383,7 days 04:34:04.101000000,621244.101,17
5999,192386,0 days 00:00:37.517000000,37.517,3
6000,192389,0 days 00:09:22.265000000,562.265,5
6001,192392,12 days 21:19:02.650000000,1113542.65,27
6002,192395,0 days 00:18:07.605000000,1087.605,5
6003,192398,0 days 00:15:46.002000000,946.002,5
6004,192401,13 days 02:05:05.780000000,1130705.78,28
6005,192404,0 days 00:00:34.927000000,34.927,3
6006,192407,0 days 01:00:15.957000000,3615.957,6
6007,192410,33 days 19:41:51.119000000,2922111.119,22
6008,192413,12 days 19:43:07.369000000,1107787.369,31
6009,192416,0 days 00:00:57.402000000,57.402,3
6010,192419,0 days 00:00:38.143000000,38.143,3
6011,192422,11 days 01:19:29.084000000,955169.084,18
6012,192425,0 days 00:49:42.774000000,2982.774,6
6013,192428,0 days 00:39:51.845000000,2391.845,6
6014,192431,0 days 00:00:31.837000000,31.837,3
6015,192434,3 days 23:21:51.337000000,343311.337,6
6016,192437,0 days 00:46:12.153000000,2772.153,4
6017,192440,30 days 22:58:51.482000000,2674731.482,25
6018,192443,0 days 00:14:07.218000000,847.218,4
6019,192446,0 days 02:54:18.643000000,10458.643,5
6020,192449,23 days 16:19:54.012000000,2045994.012,37
6021,192452,3 days 16:42:31.466000000,319351.466,8
6022,192455,4 days 19:33:27.750000000,416007.75,15
6023,192458,0 days 15:24:52.436000000,55492.436,6
6024,192461,0 days 01:03:37.422000000,3817.422,4
6025,192464,10 days 15:12:46.621000000,918766.621,32
6026,192467,30 days 13:37:44.810000000,2641064.81,21
6027,192470,0 days 00:41:48.595000000,2508.595,4
6028,192473,0 days 00:43:42.210000000,2622.21,4
6029,192476,0 days 00:42:20.028000000,2540.028,4
6030,192479,19 days 13:43:06.560000000,1690986.56,30
6031,192482,0 days 00:00:36.073000000,36.073,3
6032,192485,31 days 14:47:25.704000000,2731645.704,27
6033,192488,0 days 12:47:51.452000000,46071.452,4
6034,192491,13 days 13:41:31.288000000,1172491.288,28
6035,192494,7 days 14:50:57.385000000,658257.385,21
6036,192497,13 days 13:13:54.516000000,1170834.516,27
6037,192500,0 days 11:24:23.760000000,41063.76,5
6038,192503,0 days 10:11:52.514000000,36712.514,4
6039,192506,0 days 00:00:47.339000000,47.339,3
6040,192509,0 days 00:00:47.893000000,47.893,3
6041,192512,9 days 10:53:50.711000000,816830.711,16
6042,192515,0 days 00:00:43.171000000,43.171,3
6043,192518,0 days 04:30:07.191000000,16207.191,7
6044,192521,30 days 22:53:08.995000000,2674388.995,23
6045,192524,23 days 08:39:56.653000000,2018396.653,16
6046,192527,30 days 22:47:32.460000000,2674052.46,9
6047,192530,30 days 22:29:25.655000000,2672965.655,9
6048,192533,30 days 22:05:24.184000000,2671524.184,31
6049,192536,30 days 21:55:49.028000000,2670949.028,18
6050,192539,0 days 00:00:51.641000000,51.641,3
6051,192542,30 days 21:32:41.824000000,2669561.824,13
6052,192545,0 days 00:00:38.518000000,38.518,3
6053,192548,0 days 00:00:39.145000000,39.145,3
6054,192551,11 days 00:32:29.671000000,952349.671,20
6055,192554,12 days 22:43:34.093000000,1118614.093,29
6056,192557,0 days 00:00:38.370000000,38.37,3
6057,192560,30 days 19:54:49.079000000,2663689.079,17
6058,192563,9 days 06:26:07.367000000,800767.367,22
6059,192566,16 days 19:25:51.155000000,1452351.155,22
6060,192569,0 days 00:02:41.878000000,161.878,4
6061,192572,0 days 01:09:47.698000000,4187.698,4
6062,192575,2 days 04:48:02.035000000,190082.035,9
6063,192578,10 days 20:08:30.401000000,936510.401,20
6064,192581,0 days 00:00:35.983000000,35.983,3
6065,192584,11 days 19:31:44.920000000,1020704.92,24
6066,192587,30 days 21:09:02.494000000,2668142.494,44
6067,192590,10 days 21:03:09.818000000,939789.818,32
6068,192593,0 days 00:00:35.602000000,35.602,3
6069,192596,4 days 19:35:26.258000000,416126.258,8
6070,192599,0 days 00:00:50.108000000,50.108,3
6071,192602,0 days 00:09:31.787000000,571.787,4
6072,192605,4 days 20:46:18.320000000,420378.32,21
6073,192608,57 days 17:36:37.131000000,4988197.131,32
6074,192611,35 days 16:59:21.752000000,3085161.752,29
6075,192614,16 days 22:43:12.895000000,1464192.895,38
6076,192617,0 days 00:00:35.133000000,35.133,3
6077,192620,1 days 21:15:17.471000000,162917.471,7
6078,192623,2 days 01:37:21.003000000,178641.003,11
6079,192626,5 days 03:32:59.061000000,444779.061,13
6080,192629,30 days 15:46:02.331000000,2648762.331,19
6081,192632,0 days 00:00:02.705000000,2.705,3
6082,192635,31 days 20:16:38.662000000,2751398.662,52
6083,192638,5 days 19:46:49.594000000,503209.594,12
6084,192641,0 days 00:00:32.867000000,32.867,3
6085,192644,54 days 14:01:43.726000000,4716103.726,23
6086,192647,0 days 00:00:37.206000000,37.206,3
6087,192650,37 days 14:43:26.973000000,3249806.973,43
6088,192653,0 days 00:00:39.826000000,39.826,3
6089,192656,31 days 18:46:59.554000000,2746019.554,33
6090,192659,10 days 18:34:49.261000000,930889.261,23
6091,192662,1 days 12:05:18.273000000,129918.273,4
6092,192665,33 days 11:08:23.020000000,2891303.02,24
6093,192668,17 days 10:32:42.431000000,1506762.431,49
6094,192671,0 days 00:00:41.233000000,41.233,3
6095,192674,33 days 10:44:26.495000000,2889866.495,28
6096,192677,0 days 00:00:49.901000000,49.901,3
6097,192680,1 days 00:11:43.734000000,87103.734,4
6098,192683,1 days 03:41:03.731000000,99663.731,6
6099,192686,0 days 00:00:46.791000000,46.791,3
6100,192689,9 days 08:00:41.106000000,806441.106,17
6101,192692,11 days 03:58:30.597000000,964710.597,17
6102,192695,30 days 21:16:27.333000000,2668587.333,29
6103,192698,0 days 00:00:40.394000000,40.394,3
6104,192701,2 days 22:41:28.484000000,254488.484,19
6105,192704,16 days 21:06:32.231000000,1458392.231,28
6106,192707,44 days 23:04:32.912000000,3884672.912,48
6107,192710,31 days 02:21:58.223000000,2686918.223,28
6108,192713,0 days 00:00:02.158000000,2.158,3
6109,192716,0 days 00:00:41.007000000,41.007,3
6110,192719,31 days 19:22:15.473000000,2748135.473,25
6111,192722,33 days 19:13:41.136000000,2920421.136,33
6112,192725,22 days 00:08:58.458000000,1901338.458,25
6113,192728,16 days 22:06:45.633000000,1462005.633,18
6114,192731,11 days 22:38:52.451000000,1031932.451,22
6115,192734,10 days 21:56:44.543000000,943004.543,22
6116,192737,0 days 00:00:37.167000000,37.167,3
6117,192740,29 days 20:21:52.033000000,2578912.033,28
6118,192743,0 days 00:00:30.619000000,30.619,3
6119,192746,17 days 00:57:53.918000000,1472273.918,28
6120,192749,0 days 00:00:36.181000000,36.181,3
6121,192752,6 days 00:01:10.796000000,518470.796,14
6122,192755,0 days 00:00:39.200000000,39.2,3
6123,192758,0 days 17:38:43.668000000,63523.668,4
6124,192761,10 days 22:59:45.962000000,946785.962,18
6125,192764,0 days 16:51:55.608000000,60715.608,4
6126,192767,0 days 00:00:38.275000000,38.275,3
6127,192770,0 days 00:00:33.233000000,33.233,3
6128,192773,7 days 21:39:42.388000000,682782.388,15
6129,192776,0 days 14:58:34.508000000,53914.508,4
6130,192779,1 days 00:52:54.036000000,89574.036,7
6131,192782,0 days 00:00:37.611000000,37.611,3
6132,192785,0 days 14:40:35.332000000,52835.332,5
6133,192788,10 days 16:52:13.037000000,924733.037,24
6134,192791,7 days 18:52:46.934000000,672766.934,21
6135,192794,1 days 19:27:03.054000000,156423.054,8
6136,192797,0 days 12:17:39.299000000,44259.299,4
6137,192800,0 days 11:58:48.569000000,43128.569,4
6138,192803,0 days 11:36:31.785000000,41791.785,4
6139,192806,0 days 11:02:34.009000000,39754.009,4
6140,192809,0 days 11:01:49.064000000,39709.064,4
6141,192812,17 days 14:08:51.779000000,1519731.779,28
6142,192815,0 days 10:27:38.007000000,37658.007,4
6143,192819,0 days 04:41:26.778000000,16886.778,4
6144,192822,0 days 10:41:37.332000000,38497.332,8
6145,192825,0 days 09:02:46.239000000,32566.239,6
6146,192828,21 days 01:24:25.422000000,1819465.422,18
6147,192831,0 days 00:00:30.973000000,30.973,3
6148,192834,0 days 00:00:35.375000000,35.375,3
6149,192837,0 days 06:25:51.504000000,23151.504,25
6150,192840,0 days 00:23:53.830000000,1433.83,4
6151,192843,0 days 05:40:06.118000000,20406.118,6
6152,192846,0 days 00:01:25.587000000,85.587,5
6153,192849,0 days 00:19:43.819000000,1183.819,6
6154,192852,17 days 00:25:38.096000000,1470338.096,32
6155,192855,0 days 00:00:36.225000000,36.225,3
6156,192858,0 days 05:55:13.849000000,21313.849,5
6157,192861,0 days 10:07:52.652000000,36472.652,8
6158,192864,1 days 02:10:52.907000000,94252.907,7
6159,192867,0 days 01:11:54.723000000,4314.723,4
6160,192870,30 days 23:09:24.117000000,2675364.117,8
6161,192873,0 days 00:00:35.864000000,35.864,3
6162,192876,0 days 00:20:17.781000000,1217.781,4
6163,192879,0 days 00:01:49.849000000,109.849,5
6164,192882,1 days 05:10:07.919000000,105007.919,7
6165,192885,0 days 00:00:36.913000000,36.913,3
6166,192888,30 days 21:34:49.189000000,2669689.189,32
6167,192891,2 days 04:44:21.700000000,189861.7,8
6168,192894,30 days 21:24:00.763000000,2669040.763,18
6169,192897,0 days 00:43:20.960000000,2600.96,4
6170,192900,0 days 00:20:11.462000000,1211.462,16
6171,192903,8 days 02:01:56.089000000,698516.089,18
6172,192906,9 days 06:38:51.324000000,801531.324,18
6173,192909,0 days 00:00:37.514000000,37.514,3
6174,192912,30 days 20:01:11.468000000,2664071.468,13
6175,192915,0 days 00:48:21.682000000,2901.682,4
6176,192918,32 days 04:15:43.534000000,2780143.534,22
6177,192921,8 days 22:55:06.028000000,773706.028,18
6178,192924,0 days 00:00:44.270000000,44.27,3
6179,192927,9 days 00:48:35.107000000,780515.107,19
6180,192930,10 days 22:48:23.096000000,946103.096,20
6181,192933,0 days 00:32:45.052000000,1965.052,4
6182,192936,0 days 00:00:51.071000000,51.071,3
6183,192939,7 days 20:25:40.575000000,678340.575,19
6184,192942,8 days 19:07:46.516000000,760066.516,24
6185,192945,8 days 04:06:53.775000000,706013.775,14
6186,192948,0 days 00:00:33.649000000,33.649,3
6187,192951,4 days 21:48:41.457000000,424121.457,21
6188,192954,0 days 00:00:34.899000000,34.899,3
6189,192957,0 days 00:05:35.498000000,335.498,4
6190,192960,15 days 00:08:10.196000000,1296490.196,22
6191,192963,30 days 18:20:59.550000000,2658059.55,15
6192,192966,0 days 00:00:33.024000000,33.024,3
6193,192969,9 days 18:13:19.013000000,843199.013,20
6194,192972,0 days 00:00:03.123000000,3.123,3
6195,192975,0 days 00:00:36.723000000,36.723,3
6196,192978,11 days 18:53:39.953000000,1018419.953,21
6197,192981,0 days 00:49:38.407000000,2978.407,5
6198,192984,0 days 00:32:20.160000000,1940.16,4
6199,192987,3 days 18:43:06.246000000,326586.246,10
6200,192990,0 days 00:33:54.057000000,2034.057,4
6201,192993,0 days 00:00:31.857000000,31.857,3
6202,192996,33 days 16:20:28.626000000,2910028.626,41
6203,192999,35 days 16:26:35.829000000,3083195.829,42
6204,193002,0 days 02:19:22.704000000,8362.704,5
6205,193005,0 days 02:38:45.709000000,9525.709,5
6206,193008,30 days 16:00:53.209000000,2649653.209,24
6207,193011,9 days 17:21:11.745000000,840071.745,19
6208,193014,0 days 00:00:37.107000000,37.107,3
6209,193017,6 days 15:58:20.089000000,575900.089,7
6210,193020,7 days 18:28:45.700000000,671325.7,24
6211,193023,30 days 15:20:48.695000000,2647248.695,19
6212,193026,0 days 00:19:40.797000000,1180.797,4
6213,193029,21 days 16:08:08.224000000,1872488.224,16
6214,193032,2 days 17:08:28.536000000,234508.536,11
6215,193035,10 days 15:06:24.772000000,918384.772,23
6216,193038,0 days 20:10:59.147000000,72659.147,7
6217,193041,9 days 21:56:30.928000000,856590.928,19
6218,193044,4 days 00:08:57.903000000,346137.903,13
6219,193047,31 days 14:34:10.255000000,2730850.255,17
6220,193050,0 days 00:22:14.154000000,1334.154,6
6221,193053,0 days 14:14:14.356000000,51254.356,5
6222,193056,0 days 15:55:07.980000000,57307.98,6
6223,193059,0 days 00:00:32.912000000,32.912,3
6224,193062,11 days 16:30:16.680000000,1009816.68,14
6225,193065,7 days 12:21:44.304000000,649304.304,15
6226,193068,7 days 14:01:17.790000000,655277.79,17
6227,193071,0 days 15:58:58.351000000,57538.351,5
6228,193074,0 days 00:14:18.761000000,858.761,4
6229,193077,0 days 00:02:38.068000000,158.068,4
6230,193080,0 days 00:07:19.033000000,439.033,4
6231,193083,35 days 14:41:22.452000000,3076882.452,25
6232,193086,0 days 00:00:42.483000000,42.483,3
6233,193089,0 days 18:07:47.671000000,65267.671,10
6234,193092,0 days 00:00:45.423000000,45.423,3
6235,193095,31 days 12:14:12.253000000,2722452.253,19
6236,193098,31 days 12:14:04.404000000,2722444.404,28
6237,193101,0 days 00:00:41.708000000,41.708,3
6238,193104,0 days 12:07:14.285000000,43634.285,4
6239,193107,0 days 00:00:33.099000000,33.099,3
6240,193110,10 days 17:55:46.555000000,928546.555,23
6241,193113,0 days 14:27:38.066000000,52058.066,5
6242,193116,0 days 00:00:37.024000000,37.024,3
6243,193119,0 days 10:44:35.412000000,38675.412,4
6244,193122,0 days 00:00:48.280000000,48.28,3
6245,193125,29 days 14:08:15.163000000,2556495.163,31
6246,193128,8 days 11:30:06.230000000,732606.23,19
6247,193131,31 days 09:12:15.868000000,2711535.868,20
6248,193134,0 days 09:44:15.530000000,35055.53,4
6249,193137,0 days 12:05:55.764000000,43555.764,5
6250,193140,0 days 12:35:27.666000000,45327.666,5
6251,193159,0 days 01:50:35.844000000,6635.844,7
6252,193162,0 days 00:41:24.166000000,2484.166,6
6253,193165,0 days 00:00:43.247000000,43.247,3
6254,193168,6 days 09:24:18.736000000,552258.736,13
6255,193171,8 days 10:01:45.724000000,727305.724,18
6256,193174,8 days 02:57:06.541000000,701826.541,22
6257,193177,23 days 07:36:26.241000000,2014586.241,21
6258,193180,21 days 04:07:06.003000000,1829226.003,38
6259,193183,0 days 00:00:38.401000000,38.401,3
6260,193186,16 days 22:45:37.794000000,1464337.794,21
6261,193189,0 days 00:00:35.495000000,35.495,3
6262,193192,0 days 01:31:27.741000000,5487.741,7
6263,193195,14 days 02:08:40.049000000,1217320.049,23
6264,193198,0 days 01:30:03.699000000,5403.699,6
6265,193201,30 days 21:21:33.319000000,2668893.319,12
6266,193204,7 days 04:19:05.621000000,620345.621,26
6267,193207,10 days 08:06:02.227000000,893162.227,28
6268,193210,0 days 01:45:29.863000000,6329.863,6
6269,193213,0 days 00:00:32.517000000,32.517,3
6270,193216,8 days 23:44:03.299000000,776643.299,22
6271,193219,0 days 00:00:37.147000000,37.147,3
6272,193222,7 days 21:29:23.992000000,682163.992,18
6273,193225,0 days 00:00:54.132000000,54.132,3
6274,193228,0 days 00:20:38.579000000,1238.579,4
6275,193231,15 days 18:51:05.818000000,1363865.818,28
6276,193234,0 days 00:13:09.223000000,789.223,4
6277,193237,0 days 00:09:29.604000000,569.604,4
6278,193240,0 days 01:03:12.612000000,3792.612,4
6279,193243,9 days 18:22:58.587000000,843778.587,30
6280,193246,0 days 00:00:33.424000000,33.424,3
6281,193249,0 days 00:00:43.239000000,43.239,3
6282,193252,3 days 01:16:29.669000000,263789.669,8
6283,193255,30 days 18:09:49.600000000,2657389.6,25
6284,193258,0 days 00:57:22.278000000,3442.278,5
6285,193261,0 days 00:00:42.407000000,42.407,3
6286,193264,30 days 17:10:20.982000000,2653820.982,14
6287,193267,0 days 01:19:45.576000000,4785.576,7
6288,193270,30 days 17:00:48.528000000,2653248.528,18
6289,193273,0 days 00:40:27.873000000,2427.873,4
6290,193276,33 days 16:47:09.892000000,2911629.892,22
6291,193279,0 days 00:00:03.044000000,3.044,3
6292,193282,0 days 00:00:46.529000000,46.529,3
6293,193285,30 days 16:12:42.001000000,2650362.001,15
6294,193288,9 days 02:39:36.318000000,787176.318,19
6295,193291,0 days 00:00:40.646000000,40.646,3
6296,193294,0 days 20:33:23.108000000,74003.108,14
6297,193297,8 days 18:00:28.558000000,756028.558,18
6298,193300,0 days 00:05:49.007000000,349.007,4
6299,193303,0 days 00:00:02.987000000,2.987,3
6300,193306,0 days 00:00:38.323000000,38.323,3
6301,193309,14 days 17:45:54.565000000,1273554.565,20
6302,193312,0 days 00:00:40.350000000,40.35,3
6303,193315,22 days 15:15:31.848000000,1955731.848,26
6304,193318,0 days 00:21:13.853000000,1273.853,4
6305,193321,0 days 01:26:17.182000000,5177.182,7
6306,193324,0 days 00:00:02.518000000,2.518,3
6307,193327,0 days 00:00:36.350000000,36.35,3
6308,193330,0 days 00:00:34.433000000,34.433,3
6309,193333,9 days 13:57:35.010000000,827855.01,25
6310,193336,0 days 00:02:48.269000000,168.269,4
6311,193339,14 days 19:05:12.796000000,1278312.796,22
6312,193342,0 days 00:00:37.144000000,37.144,3
6313,193345,20 days 13:59:05.417000000,1778345.417,22
6314,193348,30 days 12:59:42.969000000,2638782.969,11
6315,193351,0 days 13:25:20.593000000,48320.593,5
6316,193354,0 days 00:04:04.997000000,244.997,5
6317,193357,13 days 14:14:28.460000000,1174468.46,22
6318,193360,30 days 12:32:08.409000000,2637128.409,13
6319,193363,7 days 13:28:19.470000000,653299.47,28
6320,193366,0 days 00:00:35.376000000,35.376,3
6321,193369,30 days 14:13:53.712000000,2643233.712,19
6322,193372,2 days 13:23:59.718000000,221039.718,9
6323,193375,0 days 00:00:38.251000000,38.251,3
6324,193378,0 days 12:14:01.287000000,44041.287,7
6325,193381,30 days 18:57:29.473000000,2660249.473,31
6326,193384,0 days 00:01:08.068000000,68.068,3
6327,193387,8 days 14:43:39.086000000,744219.086,19
6328,193390,0 days 11:38:21.500000000,41901.5,4
6329,193393,30 days 10:44:58.280000000,2630698.28,13
6330,193396,0 days 11:03:50.244000000,39830.244,4
6331,193399,0 days 00:00:36.805000000,36.805,3
6332,193402,0 days 00:00:40.840000000,40.84,3
6333,193405,0 days 00:00:41.696000000,41.696,3
6334,193408,8 days 18:16:31.081000000,756991.081,19
6335,193411,0 days 15:44:17.041000000,56657.041,6
6336,193414,0 days 06:34:51.275000000,23691.275,4
6337,193419,26 days 03:45:31.950000000,2259931.95,31
6338,193422,31 days 00:16:39.729000000,2679399.729,18
6339,193425,0 days 00:00:38.641000000,38.641,3
6340,193428,0 days 00:00:41.069000000,41.069,3
6341,193431,15 days 03:50:44.822000000,1309844.822,24
6342,193434,0 days 00:00:39.139000000,39.139,3
6343,193437,0 days 00:20:17.457000000,1217.457,4
6344,193440,0 days 00:15:55.559000000,955.559,4
6345,193443,0 days 00:01:06.009000000,66.009,3
6346,193446,0 days 00:36:31.468000000,2191.468,5
6347,193449,30 days 21:51:14.522000000,2670674.522,23
6348,193452,19 days 00:45:25.219000000,1644325.219,27
6349,193455,13 days 21:16:34.969000000,1199794.969,32
6350,193458,0 days 00:00:49.088000000,49.088,3
6351,193461,0 days 00:00:34.645000000,34.645,3
6352,193464,13 days 03:07:14.431000000,1134434.431,21
6353,193467,29 days 01:03:11.921000000,2509391.921,30
6354,193470,15 days 18:01:53.768000000,1360913.768,31
6355,193473,7 days 21:30:58.908000000,682258.908,23
6356,193476,30 days 19:54:55.097000000,2663695.097,23
6357,193479,15 days 18:22:27.182000000,1362147.182,27
6358,193482,7 days 02:05:05.452000000,612305.452,17
6359,193485,0 days 00:05:02.914000000,302.914,4
6360,193488,0 days 00:34:04.695000000,2044.695,5
6361,193491,0 days 00:00:35.844000000,35.844,3
6362,193494,0 days 00:00:39.332000000,39.332,3
6363,193497,8 days 20:15:23.776000000,764123.776,25
6364,193500,0 days 00:39:43.595000000,2383.595,4
6365,193503,0 days 00:00:33.791000000,33.791,3
6366,193506,13 days 01:12:03.332000000,1127523.332,26
6367,193509,0 days 00:00:39.462000000,39.462,3
6368,193512,0 days 00:00:36.468000000,36.468,3
6369,193515,0 days 00:00:31.638000000,31.638,3
6370,193518,0 days 00:00:33.518000000,33.518,3
6371,193521,0 days 00:00:37.593000000,37.593,3
6372,193524,6 days 18:36:18.511000000,585378.511,14
6373,193527,0 days 00:00:32.393000000,32.393,3
6374,193530,30 days 18:03:58.520000000,2657038.52,17
6375,193533,0 days 00:00:39.718000000,39.718,3
6376,193536,30 days 17:44:30.616000000,2655870.616,20
6377,193539,0 days 00:06:38.095000000,398.095,4
6378,193542,30 days 17:19:12.093000000,2654352.093,19
6379,193545,0 days 00:00:33.293000000,33.293,3
6380,193548,0 days 00:06:42.987000000,402.987,4
6381,193551,0 days 00:04:51.061000000,291.061,4
6382,193554,30 days 16:42:33.139000000,2652153.139,18
6383,193557,0 days 00:00:33.900000000,33.9,3
6384,193560,0 days 00:00:37.289000000,37.289,3
6385,193563,60 days 16:07:19.771000000,5242039.771,29
6386,193566,1 days 01:22:32.339000000,91352.339,11
6387,193569,0 days 00:00:42.012000000,42.012,3
6388,193572,0 days 00:00:35.266000000,35.266,3
6389,193575,0 days 00:00:32.352000000,32.352,3
6390,193578,8 days 18:09:37.411000000,756577.411,16
6391,193581,0 days 00:17:55.095000000,1075.095,4
6392,193584,0 days 00:15:52.635000000,952.635,4
6393,193587,0 days 16:36:35.571000000,59795.571,7
6394,193590,0 days 00:00:42.293000000,42.293,3
6395,193593,0 days 00:00:35.290000000,35.29,3
6396,193596,0 days 00:00:37.627000000,37.627,3
6397,193599,6 days 19:52:00.196000000,589920.196,18
6398,193602,0 days 00:03:59.774000000,239.774,4
6399,193605,0 days 00:00:35.162000000,35.162,3
6400,193608,30 days 14:12:08.933000000,2643128.933,24
6401,193611,0 days 00:18:40.767000000,1120.767,4
6402,193614,0 days 00:00:34.510000000,34.51,3
6403,193617,0 days 00:00:40.001000000,40.001,3
6404,193620,0 days 23:08:33.865000000,83313.865,9
6405,193623,0 days 00:12:22.764000000,742.764,4
6406,193626,0 days 14:22:50.458000000,51770.458,7
6407,193629,0 days 00:30:34.997000000,1834.997,13
6408,193632,0 days 00:00:48.686000000,48.686,3
6409,193635,0 days 16:00:24.889000000,57624.889,6
6410,193638,0 days 00:00:32.689000000,32.689,3
6411,193641,0 days 00:02:51.128000000,171.128,4
6412,193644,0 days 00:00:45.268000000,45.268,3
6413,193647,67 days 12:41:21.003000000,5834481.003,45
6414,193650,0 days 14:01:11.229000000,50471.229,5
6415,193653,9 days 16:04:49.484000000,835489.484,14
6416,193656,12 days 19:21:58.510000000,1106518.51,27
6417,193659,0 days 21:07:25.934000000,76045.934,6
